 Year Day Hour 100m 200m 300m 400m 500m 600m 700m 800m 900m 1000m 1100m 1200m 1300m 1400m 1500m 1600m 1700m 1800m 1900m 2000m
2021 213   0  -26.84  -29.96  -33.09  -36.22  -39.34  -42.47  -45.60  -45.17  -44.51  -43.93  -43.56  -42.96  -41.98  -41.09  -40.64  -33.67  -33.43  -33.36  -33.38  -33.56
2021 213   1  -29.43  -32.54  -35.65  -38.76  -41.87  -42.46  -40.84  -38.62  -36.64  -34.85  -33.38  -32.13  -32.23  -35.09  -38.49  -31.34  -34.47  -37.35  -40.00  -42.15
2021 213   2  -34.20  -36.84  -39.48  -42.13  -44.77  -47.41  -46.72  -44.78  -42.62  -40.35  -37.96  -35.77  -35.58  -39.46  -43.01  -35.63  -38.50  -40.78  -42.65  -44.16
2021 213   3  -37.72  -40.08  -42.44  -44.79  -47.15  -49.51  -47.69  -44.67  -41.25  -37.82  -34.73  -32.14  -32.01  -37.17  -42.52  -36.09  -39.95  -42.82  -45.11  -46.83
2021 213   4  -36.79  -39.38  -41.97  -44.56  -47.15  -49.75  -49.55  -46.13  -42.28  -38.05  -34.45  -31.61  -31.71  -38.73  -45.09  -39.57  -43.44  -46.18  -48.31  -49.98
2021 213   5  -34.50  -36.80  -39.63  -42.73  -45.83  -48.17  -49.44  -49.78  -49.81  -49.62  -49.31  -48.94  -49.09  -50.43  -51.54  -45.45  -46.52  -47.43  -48.26  -49.03
2021 213   6  -35.95  -38.42  -41.24  -44.06  -46.79  -48.85  -50.02  -50.39  -50.55  -50.52  -50.51  -50.26  -50.40  -51.57  -52.61  -47.63  -48.58  -49.42  -50.14  -50.92
2021 213   7  -40.72  -43.33  -46.35  -50.00  -53.21  -55.25  -56.84  -57.25  -57.27  -57.29  -57.34  -56.82  -56.10  -56.06  -56.31  -54.05  -54.18  -54.51  -54.80  -55.49
2021 213   8  -47.82  -49.46  -51.10  -52.73  -54.37  -56.01  -57.65  -59.29  -60.93  -62.57  -64.21  -64.36  -62.72  -61.38  -60.70  -61.00  -60.21  -59.83  -59.42  -59.79
2021 213   9  -46.13  -47.80  -49.47  -51.14  -52.82  -54.49  -56.16  -57.83  -59.51  -61.18  -62.85  -64.52  -66.40  -66.59  -65.07  -68.34  -66.74  -65.84  -65.00  -65.40
2021 213  10  -43.73  -45.42  -47.11  -48.80  -50.49  -52.18  -53.87  -55.56  -57.24  -58.93  -60.62  -62.31  -64.15  -66.32  -68.49  -70.66  -72.82  -72.07  -70.93  -71.41
2021 213  11  -39.54  -41.59  -43.65  -45.71  -47.76  -49.82  -51.88  -53.93  -55.99  -58.05  -60.10  -62.16  -64.09  -65.73  -67.37  -69.02  -70.66  -72.30  -73.95  -75.59
2021 213  12  -38.16  -40.32  -42.48  -44.64  -46.79  -48.95  -51.11  -53.26  -55.42  -57.58  -59.74  -61.89  -63.80  -65.18  -66.56  -67.94  -69.33  -70.71  -72.09  -73.47
2021 213  13  -35.72  -38.06  -40.40  -42.74  -45.08  -47.42  -49.76  -52.10  -54.44  -56.79  -59.13  -61.47  -63.57  -65.18  -66.79  -68.40  -70.01  -71.62  -73.22  -74.83
2021 213  14  -33.45  -35.91  -38.36  -40.82  -43.28  -45.74  -48.20  -50.66  -53.11  -55.57  -58.03  -60.49  -62.68  -64.31  -65.93  -67.56  -69.18  -70.81  -72.44  -74.06
2021 213  15  -30.99  -33.62  -36.25  -38.87  -41.50  -44.12  -46.75  -49.37  -52.00  -54.62  -57.25  -59.87  -62.25  -64.08  -65.92  -67.75  -69.59  -71.43  -73.26  -75.10
2021 213  16  -27.17  -30.08  -32.99  -35.90  -38.81  -41.72  -44.63  -47.54  -50.45  -53.36  -56.27  -59.18  -61.74  -63.54  -65.34  -67.14  -68.94  -70.74  -72.54  -74.34
2021 213  17  -28.66  -31.52  -34.38  -37.24  -40.10  -42.96  -45.82  -48.68  -51.54  -54.40  -57.26  -60.12  -62.59  -64.25  -65.91  -67.57  -69.23  -70.90  -72.56  -74.22
2021 213  18  -28.22  -31.28  -34.34  -37.40  -40.46  -43.52  -46.58  -49.64  -52.70  -55.76  -58.82  -61.88  -64.44  -65.94  -67.45  -68.95  -70.45  -71.96  -73.46  -74.97
2021 213  19  -23.54  -27.03  -30.53  -34.02  -37.52  -41.01  -44.51  -48.00  -51.50  -54.99  -58.49  -61.98  -64.95  -66.78  -68.62  -70.45  -72.29  -74.13  -75.96  -77.80
2021 213  20  -25.59  -28.90  -32.21  -35.52  -38.83  -42.14  -45.45  -48.76  -52.07  -55.39  -58.70  -62.01  -64.86  -66.73  -68.60  -70.47  -72.34  -74.21  -76.08  -77.95
