site,time,year,month,day,hour,doy,          T,rain,alb,height
CP1,2021-08-23 07:00:00,2021,08,23,07,235,-7.90,14.4,0.787,-0.099
CP1,2021-08-23 08:00:00,2021,08,23,08,235,-7.68,14.4,0.791,-0.100
CP1,2021-08-23 09:00:00,2021,08,23,09,235,-7.15,14.4,0.794,-0.100
CP1,2021-08-23 10:00:00,2021,08,23,10,235,-6.80,14.4,0.795,-0.099
CP1,2021-08-23 11:00:00,2021,08,23,11,235,-6.13,14.4,0.795,-0.101
CP1,2021-08-23 12:00:00,2021,08,23,12,235,-5.10,14.4,0.793,-0.097
CP1,2021-08-23 13:00:00,2021,08,23,13,235,-4.22,14.4,0.792,-0.102
CP1,2021-08-23 14:00:00,2021,08,23,14,235,-3.43,14.4,0.792,-0.099
CP1,2021-08-23 15:00:00,2021,08,23,15,235,-2.38,14.4,0.792,-0.100
CP1,2021-08-23 16:00:00,2021,08,23,16,235,-1.75,14.4,0.792,-0.099
CP1,2021-08-23 17:00:00,2021,08,23,17,235,-1.32,14.4,0.792,-0.100
CP1,2021-08-23 18:00:00,2021,08,23,18,235,-0.92,14.4,0.792,-0.100
CP1,2021-08-23 19:00:00,2021,08,23,19,235,-0.77,14.4,0.792,-0.099
CP1,2021-08-23 20:00:00,2021,08,23,20,235,-1.13,14.4,0.794,-0.100
CP1,2021-08-23 21:00:00,2021,08,23,21,235,-1.38,14.4,0.798,-0.102
CP1,2021-08-23 22:00:00,2021,08,23,22,235,-2.22,14.4,0.797,-0.100
CP1,2021-08-23 23:00:00,2021,08,23,23,235,-3.32,14.4,0.795,-0.100
